MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE (YYYYMMDD),END_DATE  (YYYYMMDD)
A08913,96,149999.88,,F,,6,TYPE-A,73,0,ANNUAL,1379355,INFORCE,20130425,
A08914,17,121791.6,W,F,,6,TYPE-A,68,0,MONTHLY,343344,INFORCE,20130425,
A08915,85,283999.58,,F,799992,1,TYPE-A,48,0,ANNUAL,1133688,INFORCE,20130520,
A08916,17,206182.09,M,F,349992,2,TYPE-A,29,3,ANNUAL,1305711,INFORCE,20130426,
A08917,17,120000.68,M,F,799992,2,TYPE-A,52,3,QUARTERLY,348144,INFORCE,20130425,
A08918,17,153736.53,M,F,600000,2,TYPE-A,46,3,ANNUAL,1295555,INFORCE,20130425,
A08919,80,100000.1,,M,234996,2,TYPE-A,67,0,ANNUAL,1269422,INFORCE,20130430,
A08920,17,128803.68,M,F,,4,TYPE-A,66,1,MONTHLY,348355,INFORCE,20130425,
A08921,17,116156.86,M,M,499992,1,TYPE-A,51,3,ANNUAL,343344,INFORCE,20130426,
A08922,17,120296.88,M,F,,6,TYPE-A,65,2,MONTHLY,343355,INFORCE,20130429,
A08923,12,360002.88,M,M,1950000,1,TYPE-B,44,3,MONTHLY,118166,INFORCE,20130430,
A08924,12,500000,S,M,600000,1,TYPE-B,25,0,ANNUAL,1269899,INFORCE,20130430,
A08925,22,177528.8,M,M,2400000,2,TYPE-A,52,1,ANNUAL,1374122,INFORCE,20130430,
A08926,17,124198.56,,F,2199996,1,TYPE-A,42,0,MONTHLY,343477,INFORCE,20130429,
A08927,17,101185.62,M,M,,6,TYPE-A,64,1,SEMI-ANNUAL,343344,INFORCE,20130429,
A08928,17,200000.14,M,M,399996,1,TYPE-A,41,2,ANNUAL,1280911,INFORCE,20130429,
A08929,17,111703.38,,M,498996,1,TYPE-A,42,0,ANNUAL,348099,INFORCE,20130429,
A08930,17,103090.07,M,F,399996,2,TYPE-A,42,3,ANNUAL,1402244,INFORCE,20130429,
A08931,17,126340.5,M,M,600000,1,TYPE-A,59,3,SEMI-ANNUAL,343344,INFORCE,20130429,
A08932,17,123693.6,M,F,399996,1,TYPE-A,48,1,MONTHLY,343344,INFORCE,20130429,
A08933,17,103090,,M,,6,TYPE-A,85,0,ANNUAL,343344,INFORCE,20130510,
A08934,17,120639.6,,F,300000,1,TYPE-A,49,0,MONTHLY,343344,INFORCE,20130430,
A08935,60,199999.73,,M,,6,TYPE-A,79,3,ANNUAL,1347266,INFORCE,20130430,
A08936,58,105000.49,M,M,349992,1,TYPE-A,46,1,ANNUAL,1317022,INFORCE,20130430,
A08937,27,150490.78,M,M,874992,1,TYPE-A,44,3,ANNUAL,1079488,INFORCE,20130430,
A08938,17,234649.33,M,F,600000,2,TYPE-A,56,3,ANNUAL,343344,INFORCE,20130430,
A08939,17,113870.74,M,M,600000,1,TYPE-A,45,2,ANNUAL,343344,INFORCE,20130430,
A08940,22,110500.17,,M,1299996,2,TYPE-A,46,2,ANNUAL,1322299,INFORCE,20130430,
A08941,74,121580.28,S,F,199992,1,TYPE-A,29,0,MONTHLY,1361777,INFORCE,20130430,
A08942,17,140996.04,M,M,300000,1,TYPE-A,64,3,MONTHLY,343388,INFORCE,20130430,
A08943,17,259470.66,M,M,,6,TYPE-A,62,2,ANNUAL,343344,INFORCE,20130508,
A08944,12,398493,,M,2199996,2,TYPE-B,65,1,ANNUAL,1234800,INFORCE,20130527,
A08945,17,126710.64,M,F,259992,1,TYPE-A,56,2,MONTHLY,343344,INFORCE,20130430,
A08946,71,300001.31,M,M,900000,2,TYPE-A,34,2,ANNUAL,12844,INFORCE,20130430,
A08947,22,515553.15,,M,1500000,1,TYPE-A,46,0,ANNUAL,1214344,INFORCE,20130430,
A08948,22,519573.64,,M,1500000,1,TYPE-A,46,0,ANNUAL,1214344,INFORCE,20130430,
A08949,79,102979.95,,M,600000,1,TYPE-A,56,0,ANNUAL,1391233,INFORCE,20130430,
A08950,17,103096.57,M,M,649992,2,TYPE-A,49,2,ANNUAL,1335833,INFORCE,20130430,
A08951,17,116364.12,M,F,199992,2,TYPE-A,47,2,MONTHLY,1375277,INFORCE,20130510,
A08952,22,206180.03,M,F,699996,1,TYPE-A,40,3,ANNUAL,1403644,INFORCE,20130507,
A08953,17,105136.92,M,F,180000,2,TYPE-A,36,2,MONTHLY,1097711,INFORCE,20130507,
A08954,17,101112.62,M,M,1500000,1,TYPE-A,47,3,ANNUAL,1268822,INFORCE,20130529,
A08955,17,100000.12,,M,499992,1,TYPE-A,63,0,ANNUAL,1239533,INFORCE,20130509,
A08956,17,123712.92,M,M,999996,1,TYPE-A,56,2,MONTHLY,348144,INFORCE,20130508,
A08957,17,124198.68,M,M,999996,1,TYPE-A,50,2,MONTHLY,348355,INFORCE,20130509,
A08958,17,324739.44,M,M,1500000,1,TYPE-A,57,1,MONTHLY,343344,INFORCE,20130508,
A08959,17,103090.04,M,F,784704,2,TYPE-A,57,2,ANNUAL,1410488,INFORCE,20130516,
A08960,17,122688.65,M,F,379992,2,TYPE-A,63,2,ANNUAL,343344,INFORCE,20130509,
A08961,17,107448.32,M,M,,6,TYPE-A,63,1,ANNUAL,343344,INFORCE,20130509,
A08962,17,101556.76,,M,,6,TYPE-A,69,3,SEMI-ANNUAL,343344,INFORCE,20130509,
A08963,17,103009.38,M,M,300000,1,TYPE-A,59,2,ANNUAL,343344,INFORCE,20130513,
A08964,17,121804.68,M,M,1999992,1,TYPE-A,38,3,MONTHLY,343344,INFORCE,20130513,
A08965,17,190065.96,M,M,6499992,1,TYPE-A,52,2,MONTHLY,343344,INFORCE,20130513,
A08966,17,100008.6,,M,399996,1,TYPE-A,51,3,MONTHLY,343355,INFORCE,20130510,
A08967,61,100000.2,M,M,600000,1,TYPE-A,44,1,ANNUAL,1277233,INFORCE,20130515,
A08968,17,114998.96,M,F,499992,1,TYPE-A,52,2,ANNUAL,599099,INFORCE,20130510,
A08969,17,121797.36,M,F,349992,2,TYPE-A,62,2,MONTHLY,343344,INFORCE,20130513,
A08970,17,133829.04,M,M,499992,1,TYPE-A,61,2,MONTHLY,343344,INFORCE,20130514,
A08971,17,122993.76,M,M,300000,2,TYPE-A,43,2,MONTHLY,348344,CANCELLED,20130513,20131028
A08972,17,120028.8,M,F,349992,1,TYPE-A,49,3,MONTHLY,348099,INFORCE,20130514,
A08973,17,100000.06,M,F,499992,1,TYPE-A,43,3,ANNUAL,1268822,INFORCE,20130530,
A08974,17,113316.53,M,M,3000000,1,TYPE-A,40,1,ANNUAL,1097766,INFORCE,20130514,
A08975,17,252819.57,,M,799992,1,TYPE-A,68,3,ANNUAL,343344,INFORCE,20130514,
A08976,74,200000.4,,M,,6,TYPE-A,64,1,ANNUAL,132000,INFORCE,20130514,
A08977,22,100000,,M,699996,2,TYPE-B,50,0,ANNUAL,596899,INFORCE,20130527,
A08978,12,200000,,M,699996,2,TYPE-B,50,0,ANNUAL,596899,INFORCE,20130514,
A08979,17,119985.96,,M,300000,2,TYPE-A,74,0,MONTHLY,348022,INFORCE,20130515,
A08980,17,103090.1,,M,499992,2,TYPE-A,47,0,SEMI-ANNUAL,343488,INFORCE,20130517,
A08981,17,120000,,M,,6,TYPE-A,74,0,MONTHLY,343455,INFORCE,20130516,
A08982,17,106200.59,,F,499992,2,TYPE-A,76,0,ANNUAL,1304133,INFORCE,20130527,
A08983,17,119988.91,M,M,999996,1,TYPE-A,45,3,ANNUAL,1368522,INFORCE,20130515,
A08984,17,131999.76,M,M,799992,1,TYPE-A,26,3,MONTHLY,348177,INFORCE,20130515,
A08985,17,112782.11,M,F,450000,1,TYPE-A,41,3,ANNUAL,1284422,INFORCE,20130515,
A08986,17,123710.4,M,M,549996,1,TYPE-A,59,1,MONTHLY,348144,INFORCE,20130527,
A08987,17,127676.55,M,F,,6,TYPE-A,67,1,ANNUAL,343344,INFORCE,20130516,
A08988,77,249999.81,,F,649992,1,TYPE-A,50,0,ANNUAL,1379355,INFORCE,20130516,
A08989,17,239995.68,M,M,999996,1,TYPE-A,60,1,MONTHLY,347800,INFORCE,20130517,
A08990,100,100764.74,,M,1200000,1,TYPE-A,35,0,ANNUAL,1410655,INFORCE,20130516,
A08991,17,113870.74,,M,,6,TYPE-A,53,1,ANNUAL,348100,INFORCE,20130522,
A08992,65,174999.89,,M,,6,TYPE-A,67,3,ANNUAL,1393900,INFORCE,20130516,
A08993,17,123605.52,M,F,499992,2,TYPE-A,45,1,MONTHLY,348355,INFORCE,20130516,
A08994,17,112782.11,M,M,1399992,1,TYPE-A,39,1,ANNUAL,1339899,INFORCE,20130517,
A08995,75,102340.25,,M,,6,TYPE-A,79,0,ANNUAL,1310433,INFORCE,20130529,
A08996,17,179398.38,,M,,6,TYPE-A,79,1,SEMI-ANNUAL,1079488,INFORCE,20130530,
A08997,17,279258.44,,M,450000,1,TYPE-A,65,0,ANNUAL,343344,INFORCE,20130517,
A08998,17,100012.6,S,M,3300000,2,TYPE-A,58,0,SEMI-ANNUAL,1310266,INFORCE,20130530,
A08999,90,102196.2,,M,399996,2,TYPE-A,43,0,ANNUAL,1358211,INFORCE,20130517,
A09000,17,119991.96,M,M,1500000,1,TYPE-A,45,1,MONTHLY,343466,INFORCE,20130520,
A09001,99,150999.63,,M,399996,1,TYPE-A,36,0,ANNUAL,563644,INFORCE,20130521,
A09002,17,120001.92,M,M,600000,1,TYPE-A,60,3,MONTHLY,348000,INFORCE,20130522,
A09003,83,224999.68,,M,649992,1,TYPE-A,43,0,ANNUAL,132000,INFORCE,20130531,
A09004,17,149999.95,,M,499992,2,TYPE-A,51,0,ANNUAL,1219322,INFORCE,20130527,
A09005,17,309246.48,S,M,600000,2,TYPE-A,45,0,MONTHLY,348355,INFORCE,20130524,
A09006,83,121955.47,S,F,300000,2,TYPE-A,19,0,ANNUAL,1397266,INFORCE,20130521,
A09007,12,100000,W,F,309996,2,TYPE-B,48,0,ANNUAL,1386144,INFORCE,20130521,
A09008,17,191987.76,,M,799992,1,TYPE-A,60,1,MONTHLY,343344,INFORCE,20130523,
A09009,22,100000.34,M,M,699996,1,TYPE-A,30,1,SEMI-ANNUAL,1409266,INFORCE,20130531,
A09010,57,199999.74,,M,499992,1,TYPE-A,49,1,ANNUAL,1291444,INFORCE,20130531,
A09011,17,103118.76,M,F,,6,TYPE-A,66,1,SEMI-ANNUAL,343377,INFORCE,20130522,
A09012,17,120273.87,M,M,199992,1,TYPE-A,57,3,ANNUAL,1304433,INFORCE,20130527,
A09013,32,134999.97,,M,300000,1,TYPE-A,58,1,ANNUAL,1401755,INFORCE,20130524,
A09014,17,102005.28,,M,450000,1,TYPE-A,73,1,MONTHLY,347866,CANCELLED,20130524,20131008
A09015,62,199999.92,M,M,6900000,1,TYPE-A,42,1,ANNUAL,1370855,INFORCE,20130523,
A09016,17,136522.56,M,F,,6,TYPE-A,65,3,MONTHLY,343344,INFORCE,20130524,
A09017,12,100000,M,F,319992,2,TYPE-B,41,3,ANNUAL,1393177,INFORCE,20130528,
A09018,17,132783.62,M,F,,6,TYPE-A,66,1,SEMI-ANNUAL,348022,INFORCE,20130524,
A09019,87,100000.1,,F,499992,2,TYPE-A,43,0,ANNUAL,1245700,INFORCE,20130524,
A09020,65,234999.61,,M,120000,2,TYPE-A,67,2,ANNUAL,1132866,INFORCE,20130531,
A09021,17,101984.88,,M,499992,1,TYPE-A,50,3,ANNUAL,348022,INFORCE,20130524,
A09022,17,112218,M,M,600000,1,TYPE-A,30,2,ANNUAL,347966,INFORCE,20130524,
A09023,17,112228.15,M,F,159996,1,TYPE-A,29,1,ANNUAL,347966,INFORCE,20130524,
A09024,67,260001.13,,M,,6,TYPE-A,92,2,ANNUAL,1132866,INFORCE,20130527,
A09025,32,100833.6,M,M,699996,2,TYPE-A,28,2,SEMI-ANNUAL,1334722,INFORCE,20130527,
A09026,17,124646.79,M,F,499992,2,TYPE-A,43,3,ANNUAL,1097822,INFORCE,20130527,
A09027,12,120000,M,F,273000,1,TYPE-B,45,1,SEMI-ANNUAL,1392933,INFORCE,20130527,
A09028,65,264998.55,,M,120000,2,TYPE-A,67,3,ANNUAL,1132866,INFORCE,20130531,
A09029,17,113799.75,M,M,6000000,2,TYPE-A,63,1,ANNUAL,1342655,INFORCE,20130529,
A09030,17,123695.04,M,M,1599996,1,TYPE-A,36,1,MONTHLY,343355,INFORCE,20130527,
A09031,12,120000.96,S,M,799992,2,TYPE-B,30,0,MONTHLY,1128477,CANCELLED,20130527,20131026
A09032,17,180000.12,M,M,,6,TYPE-A,61,2,MONTHLY,343399,INFORCE,20130527,
A09033,22,103090.02,,M,1500000,1,TYPE-A,48,0,ANNUAL,773733,INFORCE,20130528,
A09034,17,104284.07,W,F,,6,TYPE-A,61,0,ANNUAL,343344,INFORCE,20130527,
A09035,17,102387.6,S,M,,6,TYPE-A,62,0,QUARTERLY,343344,INFORCE,20130527,
A09036,12,125000,S,F,349992,1,TYPE-B,24,0,ANNUAL,1296300,INFORCE,20130528,
A09037,68,249999.99,M,M,1309308,1,TYPE-A,37,1,ANNUAL,1347899,INFORCE,20130527,
A09038,80,200000.4,,M,3000000,1,TYPE-A,54,0,ANNUAL,1347855,INFORCE,20130531,
A09039,12,125000,M,M,253992,1,TYPE-B,46,3,ANNUAL,1404500,INFORCE,20130530,
A09040,17,100000.42,M,M,499992,5,TYPE-A,54,2,ANNUAL,1394133,INFORCE,20130529,
A09041,12,100020,M,M,2499996,2,TYPE-B,36,2,SEMI-ANNUAL,1097888,INFORCE,20130531,
A09042,17,113870.74,M,M,600000,1,TYPE-A,44,1,ANNUAL,343344,INFORCE,20130529,
A09043,102,183208.63,,M,2400000,1,TYPE-A,34,0,ANNUAL,1404333,INFORCE,20130529,
A09044,17,206213.4,,F,,6,TYPE-A,67,3,QUARTERLY,343377,INFORCE,20130528,
A09045,12,146928,M,M,199992,2,TYPE-B,33,2,SEMI-ANNUAL,1398333,INFORCE,20130530,
A09046,96,106700.01,,M,600000,2,TYPE-A,52,0,ANNUAL,161144,INFORCE,20130529,
A09047,43,327505.05,M,M,2199996,2,TYPE-A,62,2,ANNUAL,1378588,INFORCE,20130529,
A09048,17,113870.74,M,M,1200000,1,TYPE-A,47,2,ANNUAL,343344,INFORCE,20130529,
A09049,17,113316.53,M,M,1999992,1,TYPE-A,41,3,ANNUAL,1079488,INFORCE,20130531,
A09050,17,107254.8,M,M,360000,1,TYPE-A,27,1,MONTHLY,1187977,INFORCE,20130529,
A09051,93,102999.94,,M,600000,1,TYPE-A,49,0,ANNUAL,1407177,INFORCE,20130531,
A09052,17,105192.84,M,M,750000,1,TYPE-A,54,3,MONTHLY,1079488,INFORCE,20130529,
A09053,75,100000.43,,M,900000,2,TYPE-A,56,1,ANNUAL,624811,INFORCE,20130530,
A09054,75,120000.52,,M,900000,2,TYPE-A,56,3,ANNUAL,624811,INFORCE,20130530,
A09055,17,119989.08,M,M,600000,2,TYPE-A,44,1,MONTHLY,348022,INFORCE,20130530,
A09056,87,100999.77,,M,699996,1,TYPE-A,53,0,ANNUAL,360233,INFORCE,20130530,
A09057,94,311500.07,,M,3000000,2,TYPE-A,71,0,ANNUAL,1132244,INFORCE,20130530,
A09058,27,107000.03,,M,,6,TYPE-A,74,3,ANNUAL,20300,INFORCE,20130530,
A09059,92,103192.63,,M,,6,TYPE-A,84,0,ANNUAL,20988,INFORCE,20130531,
A09060,92,103192.63,,M,,6,TYPE-A,84,0,ANNUAL,20988,INFORCE,20130531,
A09061,94,124999.67,,M,,6,TYPE-A,71,0,ANNUAL,706066,INFORCE,20130531,
A09062,12,100000,M,M,349992,1,TYPE-B,53,2,ANNUAL,698444,INFORCE,20130531,
A09063,17,226633.06,M,F,,4,TYPE-A,46,1,ANNUAL,343344,INFORCE,20130531,
A09064,32,932263.49,M,M,1050000,2,TYPE-A,33,3,ANNUAL,1347877,INFORCE,20130531,
A09065,12,100000,M,M,399996,2,TYPE-B,38,1,SEMI-ANNUAL,1363700,INFORCE,20130531,
A09066,17,188174.04,M,M,1699992,1,TYPE-A,51,2,MONTHLY,348166,INFORCE,20130531,
A09067,17,250000.88,,M,1999992,2,TYPE-A,55,0,ANNUAL,923455,INFORCE,20130531,
A09068,59,211000,,M,169992,6,TYPE-A,47,3,ANNUAL,1219322,INFORCE,20130531,
A09069,58,211000,M,M,,6,TYPE-A,47,1,ANNUAL,1219322,INFORCE,20130531,
A09070,69,149999.86,,M,,6,TYPE-A,68,1,ANNUAL,1388811,INFORCE,20130531,
A09071,69,300000.14,,M,249996,2,TYPE-A,65,0,ANNUAL,1132244,INFORCE,20130531,
A09072,22,400000.04,M,M,799992,1,TYPE-A,30,3,SEMI-ANNUAL,1409266,INFORCE,20130620,
A09073,17,111703.38,M,M,399996,2,TYPE-A,29,3,ANNUAL,348022,INFORCE,20130531,
A09074,102,118478.16,,M,699996,2,TYPE-A,28,0,MONTHLY,1354833,CANCELLED,20130531,20130912
A09075,99,145408.45,,F,2499996,4,TYPE-A,62,0,ANNUAL,1347877,INFORCE,20130531,
A09076,17,102189.14,M,M,,6,TYPE-A,65,3,SEMI-ANNUAL,343344,INFORCE,20130531,
A09077,84,314841.32,,M,1200000,6,TYPE-A,77,0,ANNUAL,1388811,INFORCE,20130628,
A09078,12,120000.96,M,F,3268800,1,TYPE-B,45,2,MONTHLY,1392933,INFORCE,20130531,
A09079,79,249999.81,,F,649992,1,TYPE-A,50,0,ANNUAL,1379355,INFORCE,20130531,
A09080,17,129999.46,,F,499992,2,TYPE-A,55,0,ANNUAL,1214744,INFORCE,20130531,
A09081,17,119999,M,M,499992,2,TYPE-A,57,1,QUARTERLY,680855,INFORCE,20130531,
A09082,22,203996.64,,M,999996,2,TYPE-A,68,0,MONTHLY,1322299,CANCELLED,20130628,20131013
A09083,27,144419.16,M,M,999996,1,TYPE-A,40,1,MONTHLY,343344,INFORCE,20130612,
A09084,27,183516,M,M,799992,1,TYPE-A,35,1,MONTHLY,1402199,CANCELLED,20130531,20130812
A09085,12,100000,M,M,399996,1,TYPE-B,50,3,SEMI-ANNUAL,1219322,INFORCE,20130731,
A09086,17,207430,M,M,499992,1,TYPE-A,54,3,SEMI-ANNUAL,343344,INFORCE,20130605,
A09087,17,119686.67,M,M,799992,1,TYPE-A,55,1,ANNUAL,343344,INFORCE,20130605,
A09088,12,1212121,M,M,2678448,1,TYPE-B,30,2,ANNUAL,1136499,INFORCE,20130621,
A09089,82,111217.2,S,M,499992,2,TYPE-A,21,0,MONTHLY,1389288,INFORCE,20130606,
A09090,22,123343.08,,M,249996,1,TYPE-A,51,0,MONTHLY,1284266,INFORCE,20130613,
A09091,101,103093.92,,M,799992,1,TYPE-A,43,0,MONTHLY,21111,INFORCE,20130607,
A09092,17,182706.96,M,M,999996,1,TYPE-A,38,2,MONTHLY,343344,INFORCE,20130607,
A09093,17,131466.16,W,F,300000,1,TYPE-A,66,0,SEMI-ANNUAL,343344,INFORCE,20130607,
A09094,12,100000.8,M,M,1299996,1,TYPE-B,40,2,MONTHLY,1341388,INFORCE,20130625,
A09095,91,233999.71,,M,,6,TYPE-A,75,0,ANNUAL,132000,INFORCE,20130614,
A09096,17,102141.24,M,M,499992,2,TYPE-A,64,3,ANNUAL,1419100,INFORCE,20130617,
A09097,17,122980.32,M,M,999996,2,TYPE-A,44,3,MONTHLY,348100,INFORCE,20130610,
A09098,91,175000.01,,M,684780,1,TYPE-A,52,0,ANNUAL,1219322,INFORCE,20130628,
A09099,91,175000.01,,M,684780,1,TYPE-A,52,0,ANNUAL,1348588,INFORCE,20130628,
A09100,17,109224,M,F,,6,TYPE-A,65,2,MONTHLY,1097766,INFORCE,20130611,
A09101,17,120000.68,M,M,399996,2,TYPE-A,48,1,QUARTERLY,343488,INFORCE,20130612,
A09102,86,203999.88,,M,300000,1,TYPE-A,48,0,ANNUAL,1347266,INFORCE,20130612,
A09103,87,150000.35,,F,399996,2,TYPE-A,79,0,ANNUAL,1347266,INFORCE,20130625,
A09104,17,130159.02,M,M,1800000,1,TYPE-A,62,1,SEMI-ANNUAL,348355,INFORCE,20130611,
A09105,32,130024.08,M,M,399996,2,TYPE-A,65,3,MONTHLY,1252222,CANCELLED,20130612,20130827
A09106,17,153115.42,S,F,,6,TYPE-A,63,0,SEMI-ANNUAL,1396211,INFORCE,20130614,
A09107,17,130516.55,,M,499992,2,TYPE-A,60,0,ANNUAL,1234011,INFORCE,20130612,
A09108,17,102890.4,W,F,799992,2,TYPE-A,59,0,MONTHLY,1079488,INFORCE,20130612,
A09109,22,197356.32,M,M,600000,1,TYPE-A,41,3,MONTHLY,348355,INFORCE,20130624,
A09110,27,123674.04,M,M,399996,2,TYPE-A,42,2,MONTHLY,19733,INFORCE,20130612,
A09111,17,175987,M,F,300000,1,TYPE-A,56,1,ANNUAL,343344,INFORCE,20130612,
A09112,22,104000.42,M,F,249996,2,TYPE-A,38,1,SEMI-ANNUAL,117155,INFORCE,20130613,
A09113,22,106000.44,M,M,300000,2,TYPE-A,58,2,SEMI-ANNUAL,343388,INFORCE,20130613,
A09114,17,123702.12,M,F,300000,1,TYPE-A,53,3,MONTHLY,343344,INFORCE,20130613,
A09115,22,123602.76,W,F,450000,1,TYPE-A,61,0,MONTHLY,343344,INFORCE,20130620,
A09116,27,162526.68,M,M,1500000,1,TYPE-A,43,2,MONTHLY,343477,INFORCE,20130613,
A09117,12,600004.8,,M,1200000,2,TYPE-B,57,0,MONTHLY,719811,INFORCE,20130628,
A09118,22,206180.05,,M,,6,TYPE-A,79,2,ANNUAL,1079488,INFORCE,20130614,
A09119,17,129895.8,M,M,1200000,1,TYPE-A,57,2,MONTHLY,1306799,INFORCE,20130614,
A09120,17,121197.96,S,M,249996,1,TYPE-A,25,0,MONTHLY,1413144,INFORCE,20130614,
A09121,12,100000.8,S,M,349992,2,TYPE-B,22,0,MONTHLY,1364300,CANCELLED,20130614,20131113
A09122,79,102979.95,,M,600000,1,TYPE-A,56,0,ANNUAL,1391233,INFORCE,20130628,
A09123,17,105151.44,M,M,799992,1,TYPE-A,41,2,MONTHLY,343488,INFORCE,20130617,
A09124,17,119999,M,M,499992,2,TYPE-A,57,1,QUARTERLY,680855,INFORCE,20130617,
A09125,17,159495.24,,F,,6,TYPE-A,86,1,SEMI-ANNUAL,343344,INFORCE,20130617,
A09126,102,104476.32,,F,300000,2,TYPE-A,33,0,SEMI-ANNUAL,1184222,INFORCE,20130618,
A09127,17,103137.59,,F,,6,TYPE-A,75,3,ANNUAL,343344,INFORCE,20130618,
A09128,60,120000.43,,M,,6,TYPE-A,67,3,ANNUAL,132000,INFORCE,20130618,
A09129,32,601916.97,,F,16431216,1,TYPE-A,47,0,ANNUAL,1347899,INFORCE,20130620,
A09130,27,199999.84,,M,1200000,2,TYPE-A,35,0,SEMI-ANNUAL,1380166,INFORCE,20130625,
A09131,27,144951.36,M,M,2100000,1,TYPE-A,34,2,MONTHLY,1414133,CANCELLED,20130628,20131102
A09132,17,253999.98,,M,999996,1,TYPE-A,70,0,ANNUAL,347977,INFORCE,20130628,
A09133,32,121580.22,M,M,699996,2,TYPE-A,66,1,ANNUAL,1423311,INFORCE,20130628,
A09134,22,100000.42,S,M,267396,2,TYPE-A,21,0,ANNUAL,377588,INFORCE,20130618,
A09135,54,149999.58,S,M,300000,2,TYPE-A,50,0,ANNUAL,1106055,INFORCE,20130628,
A09136,22,120062.64,M,M,1560000,1,TYPE-A,60,1,MONTHLY,343511,INFORCE,20130619,
A09137,27,144608.47,,F,,6,TYPE-A,65,0,ANNUAL,1408244,INFORCE,20130628,
A09138,22,100000.38,M,F,,4,TYPE-A,59,1,ANNUAL,343477,INFORCE,20130619,
A09139,12,100000,M,M,1350000,1,TYPE-B,41,2,ANNUAL,879255,INFORCE,20130619,
A09140,12,100000,M,M,600000,1,TYPE-B,36,2,ANNUAL,1413288,INFORCE,20130620,
A09141,17,103069.88,M,F,600000,1,TYPE-A,59,2,SEMI-ANNUAL,1079488,INFORCE,20130621,
A09142,65,127341.96,M,M,9999996,1,TYPE-A,40,3,MONTHLY,343344,INFORCE,20130619,
A09143,65,150000.1,,M,,6,TYPE-A,74,1,ANNUAL,1347266,INFORCE,20130621,
A09144,22,103089.97,M,M,3000000,1,TYPE-A,52,3,ANNUAL,1342655,INFORCE,20130628,
A09145,22,179994.36,M,F,454992,1,TYPE-A,27,1,MONTHLY,343355,INFORCE,20130620,
A09146,22,103089.96,S,F,399996,1,TYPE-A,29,0,SEMI-ANNUAL,343344,INFORCE,20130620,
A09147,17,123703.56,M,F,,4,TYPE-A,44,3,MONTHLY,343344,INFORCE,20130620,
A09148,22,150000.35,M,M,1200000,1,TYPE-A,63,1,ANNUAL,343355,INFORCE,20130628,
A09149,17,149999.59,M,M,600000,2,TYPE-A,53,1,ANNUAL,1394344,INFORCE,20130628,
A09150,17,103258.04,W,F,999996,1,TYPE-A,61,0,ANNUAL,343344,INFORCE,20130621,
A09151,70,155399.97,,M,,6,TYPE-A,68,2,ANNUAL,1388811,INFORCE,20130621,
A09152,22,121999.85,M,F,499992,2,TYPE-A,28,2,ANNUAL,1341700,INFORCE,20130624,
A09153,17,130558.44,M,M,900000,1,TYPE-A,57,2,MONTHLY,348022,INFORCE,20130624,
A09154,22,144326.36,M,F,349992,1,TYPE-A,49,1,QUARTERLY,348255,INFORCE,20130621,
A09155,17,126409.78,M,M,900000,1,TYPE-A,63,1,ANNUAL,343344,INFORCE,20130621,
A09156,17,119086.27,W,F,379992,1,TYPE-A,59,0,ANNUAL,343344,INFORCE,20130621,
A09157,22,185561.76,M,F,750000,1,TYPE-A,39,1,MONTHLY,343344,INFORCE,20130624,
A09158,22,123707.88,M,M,999996,1,TYPE-A,49,1,MONTHLY,343344,INFORCE,20130624,
A09159,17,111703.38,S,F,199992,5,TYPE-A,25,0,ANNUAL,343344,INFORCE,20130624,
A09160,17,150309.37,M,M,1500000,2,TYPE-A,45,1,ANNUAL,343344,INFORCE,20130624,
A09161,17,243609.24,M,F,399996,1,TYPE-A,41,2,MONTHLY,343344,INFORCE,20130624,
A09162,12,100000,M,M,2499996,2,TYPE-B,43,1,ANNUAL,1267800,INFORCE,20130624,
A09163,62,120000.43,M,M,480000,1,TYPE-A,42,3,ANNUAL,1280911,INFORCE,20130625,
A09164,22,100000.43,M,F,1399992,2,TYPE-A,44,2,ANNUAL,1420999,INFORCE,20130624,
A09165,17,134016.82,,M,,6,TYPE-A,63,3,SEMI-ANNUAL,348033,INFORCE,20130624,
A09166,22,200000.52,,M,799992,1,TYPE-A,71,1,QUARTERLY,348144,INFORCE,20130624,
A09167,82,140000.19,,M,,6,TYPE-A,84,0,ANNUAL,1157900,INFORCE,20130627,
A09168,22,309270.04,,M,2499996,1,TYPE-A,54,0,ANNUAL,343344,INFORCE,20130628,
A09169,17,167555.06,,F,,6,TYPE-A,70,0,ANNUAL,343344,INFORCE,20130624,
A09170,17,130516.55,,M,499992,2,TYPE-A,60,0,ANNUAL,1234011,INFORCE,20130627,
A09171,82,205052.17,,M,,6,TYPE-A,76,0,ANNUAL,132000,INFORCE,20130624,
A09172,17,123849.7,S,M,999996,2,TYPE-A,56,0,SEMI-ANNUAL,1241499,INFORCE,20130625,
A09173,22,123719.88,M,F,1560000,1,TYPE-A,46,1,MONTHLY,343511,INFORCE,20130625,
A09174,17,114998.96,M,M,499992,2,TYPE-A,48,1,ANNUAL,1360144,INFORCE,20130625,
